Gene symbol	MDA-MB-231
LINC00298	0
LINC00299	0
LOC101929567	0
ID2-AS1	2
ID2	12
KIDINS220	290
MBOAT2	197
ASAP2	446
ITGB1BP1	465
CPSF3	266
IAH1	147
ADAM17	263
YWHAQ	2834
TAF1B	93
GRHL1	23
KLF11	92
CYS1	8
RRM2	1100
C2orf48	65
HPCAL1	4923
ODC1	904
SNORA80B	1
LOC101929715	0
NOL10	160
ATP6V1C2	2077
PDIA6	2172
LOC101929733	0
KCNF1	0
FLJ33534	0
C2orf50	0
PQLC3	85
ROCK2	695
LINC00570	0
E2F6	126
GREB1	5
NTSR2	0
LPIN1	597
LOC100506457	49
TRIB2	1099
LOC100506474	0
LINC00276	0
FAM84A	0
LOC653602	0
NBAS	128
DDX1	464
LOC101926966	0
MYCNUT	0
MYCNOS	1
MYCN	1
GACAT3	0
FAM49A	5
RAD51AP2	0
VSNL1	0
SMC6	330
GEN1	97
MSGN1	0
KCNS3	64
RDH14	269
NT5C1B-RDH14	269
NT5C1B	0
OSR1	35
LINC00954	0
TTC32	179
WDR35	72
LOC101928222	1
MATN3	15
LAPTM4A	5031
SDC1	672
PUM2	451
RHOB	102
HS1BP3-IT1	0
HS1BP3	61
GDF7	0
LDAH	86
APOB	0
TDRD15	1
LOC645949	0
LOC102723362	0
KLHL29	55
ATAD2B	72
UBXN2A	108
MFSD2B	0
C2orf44	106
FKBP1B	14
SF3B6	459
FAM228B	18
TP53I3	46
PFN4	0
FAM228A	0
ITSN2	331
NCOA1	239
PTRHD1	278
CENPO	566
ADCY3	275
DNAJC27	21
DNAJC27-AS1	3
EFR3B	16
POMC	0
DNMT3A	61
DTNB	30
ASXL2	187
KIF3C	70
RAB10	589
GAREML	4
HADHA	839
HADHB	304
ADGRF3	4
EPT1	257
DRC1	0
OTOF	0
C2orf70	0
CIB4	0
KCNK3	2
SLC35F6	289
CENPA	145
DPYSL5	0
MAPRE3	31
TMEM214	167
AGBL5-AS1	0
AGBL5	887
OST4	1039
EMILIN1	0
KHK	40
CGREF1	21
ABHD1	38
PREB	325
PRR30	0
TCF23	0
SLC5A6	172
ATRAID	402
CAD	661
SLC30A3	24
DNAJC5G	0
TRIM54	47
UCN	105
MPV17	59
GTF3C2	144
GTF3C2-AS1	7
EIF2B4	218
SNX17	505
ZNF513	27
PPM1G	2888
FTH1P3	64
NRBP1	1686
KRTCAP3	7
IFT172	32
FNDC4	13
GCKR	0
C2orf16	0
ZNF512	190
CCDC121	8
GPN1	610
SUPT7L	630
SLC4A1AP	472
MRPL33	2807
RBKS	86
BRE-AS1	3
BRE	135
LOC100505736	0
LOC100505716	2
FLJ31356	7
FOSL2	176
PLB1	6
PPP1CB	598
SPDYA	95
TRMT61B	92
WDR43	1082
SNORD92	0
SNORD53	0
FAM179A	16
C2orf71	0
CLIP4	248
ALK	5
YPEL5	340
LBH	21
LOC285043	0
LCLAT1	213
CAPN13	0
GALNT14	0
CAPN14	0
EHD3	6
XDH	14
SRD5A2	0
MEMO1	56
DPY30	162
SPAST	119
SLC30A6	142
NLRC4	6
YIPF4	574
BIRC6	216
BIRC6-AS2	1
TTC27	71
LINC00486	0
LOC100271832	0
LTBP1	135
RASGRP3	9
FAM98A	553
LINC01317	1
MYADML	6
LINC01320	0
LOC100288911	39
CRIM1	1069
FEZ2	671
VIT	0
STRN	266
HEATR5B	111
GPATCH11	198
EIF2AK2	213
SULT6B1	0
CEBPZOS	861
CEBPZ	737
NDUFAF7	76
PRKD3	264
QPCT	70
CDC42EP3	1842
LINC00211	18
RMDN2	9
RMDN2-AS1	0
CYP1B1	1154
CYP1B1-AS1	2
ATL2	403
LOC101929596	0
HNRNPLL	95
GALM	263
SRSF7	1798
GEMIN6	193
DHX57	134
MORN2	92
ARHGEF33	1
LOC375196	3
SOS1	188
CDKL4	0
MAP4K3	80
LOC728730	43
TMEM178A	8
THUMPD2	47
SLC8A1-AS1	3
SLC8A1	0
LOC388942	0
LOC101929723	0
C2orf91	0
PKDCC	10
LOC102723824	1
EML4	1494
COX7A2L	925
KCNG3	0
MTA3	56
OXER1	3
HAAO	0
LOC102723854	0
ZFP36L2	407
LINC01126	0
THADA	517
PLEKHH2	37
C1GALT1C1L	7
DYNC2LI1	40
ABCG5	0
ABCG8	0
LRPPRC	657
PPM1B	478
SLC3A1	0
PREPL	148
CAMKMT	90
SIX3-AS1	2
SIX3	29
SIX2	34
LINC01121	1
SRBD1	106
PRKCE	51
EPAS1	168
LOC101805491	0
TMEM247	0
ATP6V1E2	12
RHOQ	296
LOC100506142	0
PIGF	102
CRIPT	190
SOCS5	62
LINC01118	0
LINC01119	1
MCFD2	1297
TTC7A	144
C2orf61	1
CALM2	5720
LOC101927043	0
EPCAM	15
MSH2	329
KCNK12	0
HCG2040054	0
MSH6	1162
FBXO11	689
FOXN2	54
PPP1R21	44
STON1-GTF2A1L	0
STON1	4
GTF2A1L	0
LHCGR	0
FSHR	0
NRXN1	0
ASB3	374
GPR75-ASB3	337
CHAC2	38
ERLEC1	228
GPR75	0
PSME4	981
ACYP2	45
TSPYL6	0
C2orf73	0
SPTBN1	2348
RPL23AP32	22
EML6	33
RTN4	5862
CLHC1	92
RPS27A	61265
MTIF2	490
PRORSD1P	15
CCDC88A	757
CFAP36	191
PPP4R3B	260
PNPT1	267
EFEMP1	200
LOC100129434	0
CCDC85A	0
VRK2	298
FANCL	288
LINC01122	1
LOC101927285	0
BCL11A	1
PAPOLG	58
LINC01185	0
REL	217
PUS10	3
PEX13	77
KIAA1841	53
LOC339803	55
C2orf74	84
AHSA2	142
USP34	522
SNORA70B	0
XPO1	531
FAM161A	133
CCT4	3261
COMMD1	158
B3GNT2	153
TMEM17	7
EHBP1	234
LOC100132215	59
OTX1	13
DBIL5P2	3
WDPCP	21
MDH1	1067
UGP2	422
VPS54	52
PELI1	55
LINC00309	0
LOC100507006	0
LGALSL	42
AFTPH	523
LOC339807	0
SERTAD2	676
LOC101927438	0
LOC400958	0
SLC1A4	19
CEP68	102
RAB1A	1084
ACTR2	1361
SPRED2	49
LOC729348	2
MEIS1-AS3	0
MEIS1	0
MEIS1-AS2	0
LOC100507073	0
LOC101927577	0
LOC101060019	0
LOC102724321	0
LOC102800447	1
LOC644838	0
LOC101927661	0
ETAA1	44
LOC101927701	3
C1D	292
WDR92	169
PNO1	176
PPP3R1	1121
CNRIP1	0
PLEK	0
FBXO48	25
APLF	61
PROKR1	0
ARHGAP25	6
BMP10	0
GKN2	0
GKN1	0
ANTXR1	210
GFPT1	752
NFU1	479
AAK1	800
SNORA36C	0
ANXA4	132
GMCL1	37
SNRNP27	626
MXD1	148
ASPRV1	0
PCBP1-AS1	0
PCBP1	1986
LOC100133985	0
C2orf42	17
TIA1	122
PCYOX1	944
SNRPG	1649
FAM136A	345
TGFA	419
TGFA-IT1	0
ADD2	0
FIGLA	0
CLEC4F	0
CD207	0
LINC01143	0
VAX2	2
ATP6V1B1	10
ATP6V1B1-AS1	36
ANKRD53	1
TEX261	416
OR7E91P	0
NAGK	163
MCEE	9
MPHOSPH10	197
PAIP2B	39
ZNF638	431
DYSF	71
CYP26B1	19
EXOC6B	3
SPR	232
EMX1	0
SFXN5	67
RAB11FIP5	1702
NOTO	0
SMYD5	49
PRADC1	96
CCT7	3345
FBXO41	59
EGR4	0
ALMS1	125
ALMS1-IT1	60
NAT8	0
ALMS1P	4
NAT8B	0
TPRKB	281
DUSP11	145
C2orf78	0
STAMBP	600
ACTG2	0
DGUOK	1272
DGUOK-AS1	45
TET3	44
BOLA3	462
BOLA3-AS1	27
MOB1A	46
MTHFD2	351
SLC4A5	32
DCTN1	601
DCTN1-AS1	0
C2orf81	11
WDR54	595
RTKN	44
INO80B	32
INO80B-WBP1	37
WBP1	241
MOGS	305
MRPL53	529
CCDC142	122
TTC31	95
LBX2	14
LBX2-AS1	24
PCGF1	31
TLX2	0
DQX1	4
AUP1	2038
HTRA2	243
LOXL3	240
DOK1	478
M1AP	0
SEMA4F	63
HK2	523
LINC01291	0
POLE4	599
TACR1	0
EVA1A	41
LOC101927884	0
MRPL19	545
GCFC2	143
LRRTM4	0
LOC101927907	0
LOC101927967	0
LOC101927926	0
SNAR-H	2
LOC101927948	0
REG3G	0
REG1B	0
REG1A	0
REG1P	0
REG3A	0
LOC101927987	0
CTNNA2	0
LRRTM1	0
LOC100507201	0
LOC1720	0
FUNDC2P2	17
SUCLG1	1107
DNAH6	1
TRABD2A	200
TMSB10	10012
KCMF1	581
TCF7L1	14
TGOLN2	1696
RETSAT	730
ELMOD3	61
CAPG	1683
SH2D6	0
PARTICL	10
MAT2A	1201
GGCX	1366
VAMP8	1890
VAMP5	1
RNF181	1808
TMEM150A	78
USP39	556
C2orf68	159
SFTPB	5
GNLY	0
ATOH8	85
LOC284950	1
ST3GAL5	92
ST3GAL5-AS1	0
LOC90784	216
POLR1A	158
PTCD3	866
SNORD94	0
IMMT	717
MRPL35	385
REEP1	0
KDM3A	367
CHMP3	3956
RNF103-CHMP3	2908
RNF103	193
RMND5A	339
CD8A	6
CD8B	0
ANAPC1P1	0
RGPD2	10
RGPD1	9
PLGLB2	4
PLGLB1	1
LOC285074	58
LINC00152	7424
KRCC1	366
SMYD1	0
FABP1	3
THNSL2	0
FOXI3	0
TEX37	0
LOC101928371	1
EIF2AK3	407
RPIA	376
ANKRD36BP2	2
LOC654342	176
GGT8P	5
ACTR3BP2	0
FAM95A	1
ANKRD20A8P	4
LOC442028	1
TEKT4	0
MAL	0
MRPS5	863
ZNF514	59
ZNF2	72
PROM2	17
KCNIP3	54
FAHD2A	48
TRIM43B	0
TRIM43	0
LINC00342	459
ANKRD36C	434
FAHD2CP	3
GPAT2	119
ADRA2B	0
ASTL	0
DUSP2	11
STARD7	2563
STARD7-AS1	24
TMEM127	264
CIAO1	694
SNRNP200	1253
ITPRIPL1	0
NCAPH	490
NEURL3	1
ARID5A	70
KANSL3	1282
FER1L5	0
LMAN2L	129
CNNM4	132
CNNM3	184
ANKRD23	17
ANKRD39	429
SEMA4C	212
FAM178B	0
LOC101927053	0
FAHD2B	35
ANKRD36	222
LOC100506076	49
LOC100506123	27
ANKRD36B	200
COX5B	906
ACTR1B	784
LINC01125	17
ZAP70	0
TMEM131	155
VWA3B	0
CNGA3	0
INPP4A	82
COA5	140
UNC50	167
MGAT4A	17
LOC101927070	0
KIAA1211L	6
TSGA10	22
C2orf15	0
LIPT1	29
MITD1	437
MRPL30	232
LYG2	1
LYG1	0
TXNDC9	157
EIF5B	5113
REV1	249
AFF3	90
LINC01104	0
LONRF2	3
CHST10	102
NMS	0
PDCL3	139
NPAS2	468
LOC101927142	12
RPL31	5842
TBC1D8	235
CNOT11	1406
SNORD89	9
RNF149	458
CREG2	0
RFX8	0
MAP4K4	3271
LINC01127	0
IL1R2	5
IL1R1	35
IL1RL2	0
IL1RL1	0
IL18R1	0
IL18RAP	0
SLC9A4	1
SLC9A2	0
MFSD9	20
TMEM182	18
LOC100287010	0
LINC01102	0
LINC01103	0
LINC01114	0
LINC01158	0
POU3F3	0
LINC01159	0
LOC102724691	0
MRPS9	400
UTAT33	18
GPR45	0
TGFBRAP1	262
C2orf49	145
FHL2	313
LOC285000	0
NCK2	73
C2orf40	0
UXS1	2219
PLGLA	2
RGPD3	8
ST6GAL2	1
GACAT1	0
RGPD4-AS1	0
RGPD4	40
SLC5A7	0
LINC01594	0
SULT1C3	0
SULT1C2	6
SULT1C2P1	0
SULT1C4	0
GCC2	213
LIMS1	664
RANBP2	320
CCDC138	34
EDAR	1
SH3RF3-AS1	1
SH3RF3	59
SEPT10	280
SOWAHC	383
RGPD6	58
RGPD5	108
LIMS3-LOC440895	0
LIMS3L	0
LIMS3	62
LOC440895	0
LOC100288570	0
LINC01123	100
MALL	41
NPHP1	13
LINC00116	394
LOC100507334	0
LINC01106	88
BUB1	286
ACOXL	5
LOC400997	0
BCL2L11	91
ANAPC1	159
MERTK	128
TMEM87B	300
FBLN7	13
ZC3H8	114
ZC3H6	22
RGPD8	39
TTL	1287
POLR1B	134
CHCHD5	44
FLJ42351	5
SLC20A1	5501
CKAP2L	934
IL1A	46
IL1B	112
IL37	3
IL36G	0
IL36A	0
IL36B	0
IL36RN	0
IL1F10	0
IL1RN	0
PSD4	7
PAX8	18
PAX8-AS1	162
CBWD2	122
FOXD4L1	0
PGM5P3-AS1	0
PGM5P4-AS1	11
FAM138B	0
WASH2P	134
DDX11L2	25
RPL23AP7	32
RABL2A	102
SLC35F5	80
LOC101060091	5
ACTR3	918
LOC100499194	0
LINC01191	0
DPP10	0
DPP10-AS3	0
DPP10-AS1	0
DDX18	1152
CCDC93	468
INSIG2	101
LOC101927709	0
EN1	0
MARCO	0
C1QL2	1
STEAP3	193
STEAP3-AS1	2
C2orf76	21
DBI	3824
TMEM37	1
SCTR	0
CFAP221	0
TMEM177	148
PTPN4	50
EPB41L5	25
TMEM185B	275
RALB	757
INHBB	142
LINC01101	0
GLI2	21
TFCP2L1	61
CLASP1	330
RNU4ATAC	1358
NIFK-AS1	106
NIFK	431
TSN	707
CNTNAP5	0
GYPC	4
BIN1	617
CYP27C1	5
ERCC3	761
MAP3K2	366
PROC	0
IWS1	429
MYO7B	0
LIMS2	122
GPR17	7
SFT2D3	209
WDR33	299
POLR2D	224
AMMECR1L	199
SAP130	177
UGGT1	419
HS6ST1	42
LOC101927881	0
LOC151121	0
LOC389033	0
LOC101927924	0
RAB6C-AS1	5
RAB6C	159
FAR2P1	0
POTEF	14
MED15P9	19
CCDC74B	23
SMPD4	1404
MZT2B	3357
TUBA3E	0
CCDC115	268
IMP4	491
PTPN18	125
FAR2P2	0
CYP4F62P	1
POTEI	0
CFC1B	0
LOC646743	0
TISP43	0
CFC1	0
POTEJ	1
CYP4F30P	0
GPR148	0
AMER3	0
ARHGEF4	118
FAM168B	393
PLEKHB2	867
POTEE	0
LOC440910	0
WTH3DI	43
LINC01120	0
LOC401010	5
RNU6-81P	0
TUBA3D	0
MZT2A	992
LOC150776	802
CCDC74A	19
POTEKP	0
LINC01087	0
C2orf27A	13
C2orf27B	9
ANKRD30BL	77
ZNF806	0
GPR39	38
LYPD1	9
NCKAP5	0
LOC101928161	0
MGAT5	316
TMEM163	56
ACMSD	4
CCNT2-AS1	7
CCNT2	107
MAP3K19	0
RAB3GAP1	566
ZRANB3	26
R3HDM1	165
UBXN4	694
LCT	1
LOC100507600	0
MCM6	255
DARS	1302
DARS-AS1	1
CXCR4	4
THSD7B	6
LOC101928273	0
HNMT	265
SPOPL	161
NXPH2	0
YY1P2	5
LRP1B	0
KYNU	555
ARHGAP15	0
LOC101928386	0
GTDC1	25
ZEB2	52
ZEB2-AS1	0
LINC01412	0
TEX41	0
PABPC1P2	7
ACVR2A	66
ORC4	196
MBD5	71
EPC2	119
KIF5C	0
LYPD6B	25
LYPD6	112
MMADHC	789
LOC101929231	1
RND3	1024
LOC101929260	0
LOC101929282	0
RBM43	15
NMI	206
LOC101929319	1
TNFAIP6	0
RIF1	796
NEB	5
ARL5A	297
CACNB4	19
STAM2	105
FMNL2	381
PRPF40A	1614
ARL6IP6	158
RPRM	3
GALNT13	15
LOC100144595	0
KCNJ3	0
LOC101929378	0
NR4A2	50
GPD2	660
GALNT5	26
ERMN	0
CYTIP	0
ACVR1C	2
ACVR1	60
UPP2	0
CCDC148-AS1	0
CCDC148	9
PKP4	840
DAPL1	0
TANC1	105
WDSUB1	39
BAZ2B	404
LOC643072	8
MARCH7	310
LY75-CD302	121
CD302	113
LY75	10
PLA2R1	5
ITGB6	2
LOC100505984	5
RBMS1	972
TANK	101
LOC101929512	0
LOC100996579	119
PSMD14	800
TBR1	0
AHCTF1P1	95
SLC4A10	0
DPP4	3
LOC101929532	0
GCG	0
FAP	0
IFIH1	27
GCA	92
KCNH7	0
LOC101929570	0
FIGN	7
GRB14	0
COBLL1	57
SNORA70F	0
LOC101929633	0
SLC38A11	0
SCN3A	9
SCN2A	2
CSRNP3	9
GALNT3	65
LOC100506124	2
TTC21B	57
TTC21B-AS1	0
LOC102724058	0
SCN1A	0
LOC101929680	0
SCN9A	10
SCN7A	0
XIRP2	9
XIRP2-AS1	1
LOC105616981	0
B3GALT1	0
STK39	228
CERS6	264
CERS6-AS1	187
NOSTRIN	64
SPC25	186
G6PC2	0
ABCB11	0
DHRS9	1
LRP2	1
BBS5	10
KLHL41	7
FASTKD1	105
PPIG	1291
CCDC173	3
PHOSPHO2	71
PHOSPHO2-KLHL23	0
KLHL23	338
SSB	1469
METTL5	804
UBR3	98
MYO3B	0
LOC101929753	0
LOC101926913	1
LINC01124	1
SP5	59
ERICH2	22
GAD1	85
GORASP2	388
TLK1	241
METTL8	200
DCAF17	93
CYBRD1	128
DYNC1I2	1410
SLC25A12	62
HAT1	195
METAP1D	39
DLX1	5
DLX2	3
DLX2-AS1	1
ITGA6	1474
PDK1	374
RAPGEF4-AS1	0
RAPGEF4	5
ZAK	947
MLK7-AS1	77
CDCA7	330
SP3	164
OLA1	494
LINC01305	0
SP9	0
CIR1	443
SCRN3	66
GPR155	51
RNU6-2	7
WIPF1	169
CHRNA1	0
CHN1	57
ATF2	136
ATP5G3	4150
KIAA1715	721
EVX2	0
HOXD13	0
HOXD12	0
HOXD11	0
HOXD10	0
HOXD9	0
HOXD8	0
HOXD-AS2	0
HOXD4	34
HOXD3	15
HAGLR	134
HAGLROS	1
HOXD1	10
MTX2	344
LINC01116	145
LINC01117	1
HNRNPA3	1339
NFE2L2	415
LOC100130691	13
AGPS	295
TTC30B	13
TTC30A	27
PDE11A	25
RBM45	57
OSBPL6	70
LOC101927027	56
PRKRA	258
DFNB59	7
FKBP7	45
PLEKHA3	259
TTN-AS1	45
TTN	90
LOC101927055	0
CCDC141	0
SESTD1	106
ZNF385B	21
CWC22	329
SCHLAP1	0
UBE2E3	896
LOC101927156	0
ITGA4	2
CERKL	2
NEUROD1	0
SSFA2	270
PPP1R1C	4
PDE1A	0
DNAJC10	614
FRZB	0
NCKAP1	255
DUSP19	2
NUP35	211
ZNF804A	25
LOC101927196	1
FSIP2	28
LINC01473	0
ZC3H15	2136
ITGAV	250
FAM171B	9
ZSWIM2	0
CALCRL	0
TFPI	1702
LINC01090	0
GULP1	300
DIRC1	0
COL3A1	0
COL5A2	1
WDR75	528
SLC40A1	3
ASNSD1	255
ANKAR	15
OSGEPL1	47
OSGEPL1-AS1	1
ORMDL1	505
PMS1	106
MSTN	0
C2orf88	5
HIBCH	188
INPP1	446
MFSD6	129
NEMP2	37
NAB1	347
GLS	352
STAT1	411
STAT4	2
MYO1B	376
NABP1	347
LOC105747689	54
SDPR	56
TMEFF2	3
PCGEM1	0
LOC101927406	0
LOC101927431	0
SLC39A10	223
DNAH7	5
STK17B	223
HECW2	5
LOC101927482	5
CCDC150	72
LOC100130452	0
GTF3C3	172
C2orf66	2
PGAP1	41
ANKRD44	47
ANKRD44-IT1	0
SF3B1	665
COQ10B	213
HSPD1	3003
HSPE1-MOB4	133
HSPE1	804
MOB4	1354
RFTN2	2
MARS2	22
BOLL	4
PLCL1	0
LOC101927619	1
SATB2	67
SATB2-AS1	0
LOC101927641	0
FTCDNL1	1
C2orf69	207
TYW5	153
C2orf47	68
SPATS2L	1427
KCTD18	10
SGOL2	504
AOX1	224
AOX2P	0
LOC100507140	6
LOC101927795	107
BZW1	218
CLK1	391
PPIL3	81
NIF3L1	252
ORC2	127
FAM126B	129
NDUFB3	1023
CFLAR	1184
CFLAR-AS1	15
CASP10	44
CASP8	436
ALS2CR12	0
TRAK2	262
STRADB	280
ALS2CR11	10
TMEM237	182
MPP4	4
ALS2	88
CDK15	14
FZD7	120
KIAA2012	0
SUMO1	775
NOP58	849
SNORD70	0
SNORD11B	2
SNORD11	2
BMPR2	313
FAM117B	15
ICA1L	37
WDR12	116
CARF	5
NBEAL1	41
CYP20A1	581
ABI2	591
RAPH1	239
CD28	0
CTLA4	1
ICOS	0
PARD3B	152
NRP2	156
INO80D	152
GCSHP3	22
NDUFS1	164
EEF1B2	4707
SNORD51	2
SNORA41	1
GPR1	14
GPR1-AS	0
ZDBF2	47
ADAM23	6
LOC200726	0
DYTN	0
MDH1B	1
FASTKD2	327
CPO	0
KLF7	87
LOC101927865	0
CREB1	473
METTL21A	54
CCNYL1	217
FZD5	69
PLEKHM3	50
LOC100507443	0
CRYGD	0
CRYGC	0
CRYGB	0
CRYGA	0
C2orf80	0
IDH1	461
IDH1-AS1	26
PIKFYVE	165
PTH2R	0
MAP2	15
UNC80	0
RPE	159
KANSL1L	126
LOC101928020	3
ACADL	0
MYL1	1
LANCL1-AS1	2
LANCL1	367
CPS1	23
CPS1-IT1	0
ERBB4	0
LOC102725079	1
IKZF2	40
LOC100130451	0
SPAG16	40
VWC2L	0
VWC2L-IT1	0
BARD1	401
LOC101928103	7
ABCA12	10
ATIC	466
FN1	6484
LOC102724849	0
LINC00607	0
MREG	21
PECR	47
TMEM169	4
XRCC5	2050
PKI55	76
MARCH4	31
SMARCAL1	84
RPL37A	18967
LINC01280	0
IGFBP2	9
IGFBP5	0
TNP1	0
LOC101928327	0
DIRC3	1
TNS1	14
RUFY4	0
CXCR2P1	0
CXCR2	0
CXCR1	0
ARPC2	3023
GPBAR1	0
AAMP	2906
PNKD	344
TMBIM1	685
CATIP-AS2	2
CATIP	0
CATIP-AS1	1
SLC11A1	2
CTDSP1	1223
VIL1	0
USP37	255
RQCD1	568
PLCD4	38
ZNF142	129
BCS1L	104
RNF25	30
STK36	246
TTLL4	213
CYP27A1	41
PRKAG3	1
WNT6	0
WNT10A	13
LINC01494	0
CDK5R2	39
LINC00608	0
FEV	0
CRYBA2	0
LOC100129175	0
CCDC108	0
IHH	0
NHEJ1	41
SLC23A3	0
CNPPD1	541
FAM134A	555
ZFAND2B	233
ABCB6	191
ATG9A	798
ANKZF1	860
GLB1L	690
STK16	1613
TUBA4A	2196
TUBA4B	11
DNAJB2	147
PTPRN	1
RESP18	0
DNPEP	329
DES	0
SPEG	167
LOC100996693	2
GMPPA	150
ASIC4	0
CHPF	259
TMEM198	7
OBSL1	135
INHA	5
STK11IP	224
SLC4A3	17
EPHA4	27
PAX3	0
CCDC140	0
SGPP2	3
FARSB	444
MOGAT1	2
ACSL3	1057
KCNE4	1
SCG2	10
AP1S3	820
WDFY1	155
MRPL44	189
SERPINE2	254
FAM124B	0
CUL3	312
DOCK10	61
NYAP2	5
LOC646736	7
IRS1	856
RHBDD1	110
COL4A4	6
COL4A3	2
LOC654841	0
MFF	351
TM4SF20	1
AGFG1	309
C2orf83	0
SLC19A3	4
CCL20	63
DAW1	4
SPHKAP	0
PID1	70
DNER	187
TRIP12	947
FBXO36	9
SLC16A14	5
SP110	89
SP140	36
SP140L	159
SP100	230
LOC151475	0
CAB39	355
ITM2C	178
LOC151484	0
GPR55	12
SPATA3-AS1	3
SPATA3	0
C2orf72	15
PSMD1	1271
HTR2B	2
ARMC9	165
B3GNT7	5
NCL	7506
SNORA75	0
SNORD20	0
SNORD82	0
LINC00471	1
NMUR1	0
C2orf57	0
PTMA	5521
PDE6D	179
COPS7B	187
NPPC	0
DIS3L2	102
ALPP	0
ECEL1P2	0
ALPPL2	0
ALPI	0
ECEL1	0
PRSS56	0
CHRND	0
CHRNG	0
TIGD1	24
EIF4E2	791
EFHD1	34
GIGYF2	784
KCNJ13	2
C2orf82	2
NGEF	155
NEU2	0
INPP5D	0
ATG16L1	137
SCARNA5	3
SCARNA6	0
SAG	0
DGKD	272
USP40	443
UGT1A8	0
UGT1A10	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
UGT1A5	0
UGT1A4	0
UGT1A3	0
DNAJB3	0
LOC100286922	0
UGT1A1	0
MROH2A	0
HJURP	802
MSL3P1	113
TRPM8	1
SPP2	0
ARL4C	2858
SH3BP4	316
AGAP1	297
AGAP1-IT1	5
GBX2	0
ASB18	0
IQCA1	0
ACKR3	0
COPS8	392
COL6A3	70
MLPH	638
PRLH	0
RAB17	5
LRRFIP1	3038
RBM44	4
RAMP1	160
UBE2F	193
UBE2F-SCLY	91
SCLY	0
ESPNL	0
KLHL30	3
FAM132B	91
ILKAP	693
LOC151174	0
LOC643387	651
HES6	163
PER2	32
TRAF3IP1	408
ASB1	1165
LINC01107	2
TWIST2	0
FLJ43879	0
HDAC4	69
MGC16025	0
LOC150935	0
NDUFA10	721
OR6B2	0
PRR21	0
OR6B3	0
MYEOV2	768
OTOS	0
GPC1	133
PP14571	2
ANKMY1	22
DUSP28	40
RNPEPL1	249
CAPN10-AS1	8
CAPN10	58
GPR35	2
AQP12B	0
AQP12A	0
KIF1A	0
AGXT	0
C2orf54	0
LOC200772	0
SNED1	15
MTERF4	147
PASK	44
PPP1R7	228
ANO7	13
HDLBP	2200
SEPT2	854
FARP2	32
STK25	756
BOK-AS1	0
BOK	214
THAP4	560
ATG4B	586
DTYMK	878
ING5	180
D2HGDH	119
GAL3ST2	0
NEU4	1
PDCD1	0
RTP5	0
LINC01237	0
LOC102723927	0
LOC728323	46
DEFB125	0
DEFB126	0
DEFB127	0
DEFB128	0
DEFB129	0
DEFB132	0
C20orf96	210
ZCCHC3	222
NRSN2-AS1	26
SOX12	700
NRSN2	32
TRIB3	239
RBCK1	244
TBC1D20	266
CSNK2A1	720
TCF15	0
SRXN1	3887
SCRT2	0
SLC52A3	1
FAM110A	954
ANGPT4	0
RSPO4	0
PSMF1	662
TMEM74B	3
C20orf202	0
RAD21L1	0
SNPH	170
SDCBP2	32
FKBP1A-SDCBP2	32
SDCBP2-AS1	27
FKBP1A	4380
NSFL1C	852
SIRPB2	0
SIRPD	0
SIRPB1	0
SIRPG	0
SIRPG-AS1	1
LOC100289473	0
SIRPA	32
PDYN	0
STK35	489
LOC388780	0
TGM3	0
TGM6	0
SNRPB	3718
SNORD119	0
ZNF343	57
TMC2	0
NOP56	1826
SNORD110	0
SNORA51	5
SNORD86	1
SNORD56	0
SNORD57	7
IDH3B	490
EBF4	32
CPXM1	0
C20orf141	3
TMEM239	0
PCED1A	990
VPS16	283
PTPRA	304
GNRH2	0
MRPS26	1026
OXT	0
AVP	0
UBOX5-AS1	40
UBOX5	38
FASTKD5	346
LZTS3	28
DDRGK1	619
ITPA	2048
SLC4A11	605
C20orf194	109
ATRN	305
GFRA4	0
ADAM33	1
SIGLEC1	0
HSPA12B	2
C20orf27	505
SPEF1	3
CENPB	1031
CDC25B	2304
LOC101929125	13
AP5S1	186
MAVS	2104
PANK2	383
RNF24	393
SMOX	96
LINC01433	2
ADRA1D	0
PRNP	1828
PRND	2
PRNT	0
RASSF2	46
SLC23A2	310
TMEM230	452
PCNA	1152
PCNA-AS1	0
CDS2	334
PROKR2	0
LINC00658	0
LOC643406	2
LINC00654	13
LOC101929207	0
GPCPD1	273
C20orf196	21
CHGB	0
TRMT6	667
MCM8	441
MCM8-AS1	34
CRLS1	352
LRRN4	3
FERMT1	248
CASC20	0
BMP2	9
LINC01428	0
LOC101929312	0
HAO1	0
TMX4	343
PLCB1	0
PLCB4	0
LAMP5-AS1	0
LAMP5	0
PAK7	0
LOC101929371	0
SNAP25-AS1	0
ANKEF1	11
SNAP25	6
MKKS	673
SLX4IP	21
JAG1	384
LOC101929395	0
LOC101929413	0
LOC339593	0
LINC00687	0
BTBD3	53
LOC101929486	0
LOC102606466	0
LOC100505515	0
SPTLC3	55
ISM1	35
ISM1-AS1	0
TASP1	20
ESF1	1151
NDUFAF5	95
SEL1L2	0
MACROD2	4
FLRT3	0
MACROD2-IT1	0
MACROD2-AS1	0
LOC613266	0
KIF16B	64
SNRPB2	3674
OTOR	0
PCSK2	1
BFSP1	95
DSTN	2338
RRBP1	1588
BANF2	0
SNX5	1781
SNORD17	3
MGME1	364
OVOL2	1
PET117	115
CSRP2BP	244
ZNF133	86
